symptomid	symptom_norm	symptom_ori	count	cui	cui_name	cui_source	metamap_score	cui_def	gpt3_def
6251	corneallesion	Corneal lesion	4	C0151571	Corneal lesion	UMLS_API			A corneal lesion is an injury or other abnormality of the cornea.
6252	dermatosis	Dermatosis	4						A disease of the skin.
6253	middleeardisorder	Middle ear disorder	4						A middle ear disorder is a problem that affects the ears' middle ear, which is the part of the ear that contains the eardrum and the tiny bones that help carry sound to the inner ear.
6254	intra-abdominalpressureincreased	Intra-abdominal pressure increased	4	C2363909	Intra-abdominal pressure increased	UMLS_API			Intra-abdominal pressure is increased when the pressure inside the abdomen is higher than the pressure outside the abdomen. This can happen when the muscles in the abdomen are clenched, as when a person is lifting a weight.
6255	pulmonarycontusion	Pulmonary contusion	4	C0347625	pulmonary contusion	METAMAP_STRING_MATCH			an inflammation of the lung parenchyma that is due to direct blunt chest trauma.  Pathophysiology  Lung contusions are the most common type of injury following chest trauma. Blunt force to the chest results in rupture of alveoli, interstitial edema, and hemorrhage. The extent of the contusion is related to the force of the impact and the location of the impact.  The initial injury to the lung parenchyma results in release of inflammatory mediators, which leads to edema and increased vascular permeability. The edema and increased permeability results in further damage to the
6256	hyperuricaemia	Hyperuricaemia	4						A raised level of uric acid in the blood
6257	tracheobronchitis	Tracheobronchitis	4	C0040586	Tracheobronchitis	UMLS_API		Inflammation of the tracheobronchial tree.	a bacterial or viral infection of the trachea and bronchi.
6258	procedureaborted	Procedure aborted	4	C5400455	Procedure aborted	UMLS_API			:  A procedure aborted is when a medical procedure is halted before it is completed.
6259	pleurodesis	Pleurodesis	4	C0189557	Pleurodesis	UMLS_API		A medical procedure that uses chemicals or drugs to cause inflammation and adhesion between the layers of the pleura (a thin layer of tissue that covers the lungs and lines the interior wall of the chest cavity).	The surgical procedure of pleurodesis is used to permanently close off the pleural space and to prevent the lungs from moving freely within the chest cavity. This is done by sewing the two pleural surfaces together or by injecting a material into the space to cause inflammation and scarring.
6260	intranasalparaesthesia	Intranasal paraesthesia	4	C0948121	Intranasal paraesthesia	UMLS_API			It is a condition in which a person experiences a burning or tingling sensation in their nose.
6261	totalcholesterol/hdlrationormal	Total cholesterol/HDL ratio normal	4	C1142062	Total cholesterol/HDL ratio normal	UMLS_API			total cholesterol less than 5 divided by HDL cholesterol greater than or equal to 45.  The total cholesterol/HDL ratio normal means that the total cholesterol is less than 5 and HDL cholesterol is greater than or equal to 45.
6262	ovariancystectomy	Ovarian cystectomy	4	C0195488	ovarian cystectomy	METAMAP_STRING_MATCH			:  The surgical removal of an ovarian cyst.
6263	biopsysmallintestine	Biopsy small intestine	4	C0005558	Biopsy	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	15.65		A biopsy is a procedure that removes a small piece of tissue for examination under a microscope.
6264	vertebroplasty	Vertebroplasty	4	C1303192	Vertebroplasty	UMLS_API		Procedures to repair or stabilize vertebral fractures, especially compression fractures accomplished by injecting BONE CEMENTS into the fractured VERTEBRAE.	an outpatient surgical procedure in which a doctor uses a needle to inject bone cement into a fractured vertebra in order to stabilize the bone and relieve pain
6265	arteriovenousfistula	Arteriovenous fistula	4	C0003855	Arteriovenous fistula	UMLS_API		An unintended connection between an artery and vein.	A congenital or acquired condition in which a communication exists between an artery and a vein, bypassing the capillary bed.
6266	treponematestfalsepositive	Treponema test false positive	4	C0040837	Treponema	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	4.6	A genus of microorganisms of the order SPIROCHAETALES, many of which are pathogenic and parasitic for man and animals.	a test that comes back positive for syphilis, when the person does not actually have the disease.
6267	adrenalhaemorrhage	Adrenal haemorrhage	4						A hemorrhage or rupture of the adrenal gland. The most common cause is a tumor.
6268	bloodpressuremanagement	Blood pressure management	4	C0005823	Blood Pressure	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	4.14	Managing and/or monitoring a patient's blood pressure.	the practice of treating a patient's blood pressure through medication, diet, or other lifestyle interventions in order to maintain a healthy reading.  Blood pressure management is a necessary practice to maintain a healthy blood pressure. By following a patient's blood pressure management plan, a health reading can be maintained. This involves taking medication, following a healthy diet, and making other necessary lifestyle changes.
6269	cardiacpacemakerreplacement	Cardiac pacemaker replacement	4						the surgical replacement of a cardiac pacemaker.
6270	magneticresonanceimagingbreastabnormal	Magnetic resonance imaging breast abnormal	4						An MRI of the breast is an imaging test that uses powerful magnets and a computer to create pictures of the inside of the breast. An MRI of the breast is used to help diagnose breast problems, such as tumors.
6271	tattoo	Tattoo	4	C1366940	Tattoo	UMLS_API			A design or inscription that is made by a machine or a pen on the skin with ink or other pigments and that is there to be permanent.
6272	redbloodcellmicrocytes	Red blood cell microcytes	4	C1168073	Red blood cell microcytes	UMLS_API			A very small red blood cell that is narrower and rounder than a usual red blood cell.
6273	lymphnodesscanabnormal	Lymph nodes scan abnormal	4	C0855968	Lymph nodes scan abnormal	UMLS_API			"a  The definition of ""lymph nodes scan abnormal"" is a medical term used to describe a scan of the lymph nodes that reveals an abnormality. Abnormalities can include tumors, inflammation, or infection."
6274	malignantascites	Malignant ascites	4	C0220656	Malignant ascites	UMLS_API		effusion and accumulation of cancerous serous fluid within the peritoneal cavity.	a condition in which there is an accumulation of fluid in the peritoneal cavity due to cancer.
6275	csfmyelinbasicproteinnormal	CSF myelin basic protein normal	4	C1167920	CSF myelin basic protein normal	UMLS_API			CSF myelin basic protein is the primary protein in the myelin sheath that surrounds nerve cells. A normal level of CSF myelin basic protein suggests that the myelin sheath is healthy.
6276	sigmoidoscopyabnormal	Sigmoidoscopy abnormal	4	C0740308	Sigmoidoscopy abnormal	UMLS_API			A condition where there is an abnormality on a sigmoidoscopy examination.
6277	foreignbodyineye	Foreign body in eye	4	C0015401	Eye foreign bodies	METAMAP_HIGH_CONF_RESULT_SCORE_OVER_4	6.91	Inanimate objects that become enclosed in the eye.	A foreign body is an object that is not supposed to be in the body. Foreign bodies can enter the body through the nose, mouth, ears, or eyes.
6278	rehabilitationtherapy	Rehabilitation therapy	4	C0034991	Rehabilitation therapy	UMLS_API		Treatment designed to restore or bring a client to a condition of health or useful and constructive activity.	Rehabilitation therapy is the use of physical, occupational, or speech therapies to help people with injuries, diseases, or disabilities regain or improve their abilities.
6279	proctitisulcerative	Proctitis ulcerative	4						A condition that is characterized by inflammation and ulceration of the lining of the rectum
6280	familialriskfactor	Familial risk factor	4	C0686731	Familial risk factor	UMLS_API			A familial risk factor is a trait or condition that is passed down through families. This can include genetic disorders, unhealthy lifestyle habits, or certain occupations.
6281	foetalheartrate	Foetal heart rate	4						the rate of the contractions of the heart of the foetus.
6282	myoglobinuria	Myoglobinuria	4	C0027080	Myoglobinuria	UMLS_API		The presence of MYOGLOBIN in URINE usually as a result of rhabdomyolysis.	Myoglobinuria is a condition that results when myoglobin, a protein found in muscle tissue, is released into the urine. Myoglobinuria can cause painful and difficult urination, as well as dark, tea-colored urine. Treatment typically includes rest, replacement of fluids and electrolytes, and pain relief. In some cases, myoglobinuria may lead to kidney failure.
6283	oralpurpura	Oral purpura	4	C5243711	Oral purpura	UMLS_API			A skin condition that is characterized by the presence of purple lesions on the oral mucosa.
6284	peripheralpulsedecreased	Peripheral pulse decreased	4	C0877379	Peripheral pulse decreased	UMLS_API			a decrease in the amplitude of the peripheral pulse.
6285	latentautoimmunediabetesinadults	Latent autoimmune diabetes in adults	4	C1739108	Latent Autoimmune Diabetes in Adults	UMLS_API		Autoimmune diabetes in adults with slowly progressive PANCREATIC BETA CELL failure and the presence of circulating autoantibodies to PANCREATIC ISLETS cell antigens.	a diabetes mellitus type 1 (T1DM) diagnosis that is not initially apparent.  Latent autoimmune diabetes in adults (LADA) is a form of diabetes that is similar to type 1 diabetes but develops slowly. With LADA, the body's immune system attacks the pancreas, preventing it from making enough insulin. LADA is also called slow-onset type 1 diabetes, adult-onset diabetes, or insulin-dependent diabetes mellitus (IDDM).
6286	bronchostenosis	Bronchostenosis	4						A narrowing of the bronchi, often due to an infection or other illness.
